,stuck,oob,success,dnf,not_progressing,lap_times,episode,pct_complete,total_time,total_distance,average_speed_kph,average_displacement_error,trajectory_efficiency,trajectory_admissibility,movement_smoothness,timestep/sec
3266,False,True,False,False,False,[],4267,0.4,9.04,41.29,16.45,1.76,0.171,0.701,6.664,8.74
3267,False,True,False,False,False,[],4268,0.9,17.65,103.48,21.11,3.67,0.209,0.594,7.504,8.78
3268,False,True,False,False,False,[],4269,0.3,9.6,34.74,13.03,2.2,0.053,0.693,6.659,8.23
3269,False,True,False,False,False,[],4270,1.1,18.06,124.76,24.87,1.1,0.216,0.788,7.52,8.75
3270,False,True,False,False,False,[],4271,0.4,12.41,46.2,13.4,2.23,0.138,0.744,6.936,8.7
3271,False,True,False,False,False,[],4272,0.9,17.68,105.02,21.38,2.01,0.199,0.84,8.596,8.77
3272,False,True,False,False,False,[],4273,0.6,15.77,66.83,15.26,1.78,0.111,0.775,7.22,8.44
3273,False,True,False,False,False,[],4274,0.3,7.48,34.02,16.38,2.28,0.205,0.673,6.371,8.82
3274,False,True,False,False,False,[],4275,0.4,11.15,46.8,15.11,1.43,0.161,0.732,6.999,8.79
3275,False,True,False,False,False,[],4276,0.2,8.57,26.88,11.29,1.79,0.178,0.676,6.201,8.75
3276,False,True,False,False,False,[],4277,0.2,8.25,24.52,10.7,1.8,0.1,0.765,5.966,8.73
3277,False,True,False,False,False,[],4278,0.2,8.65,25.92,10.79,1.72,0.099,0.697,5.801,8.78
3278,False,True,False,False,False,[],4279,0.1,8.13,16.08,7.12,1.36,0.0,0.76,6.54,8.61
3279,False,True,False,False,False,[],4280,0.2,9.25,22.1,8.6,1.91,0.153,0.663,5.615,8.76
3280,False,True,False,False,False,[],4281,0.1,8.62,16.78,7.01,1.85,0.046,0.801,4.998,8.7
3281,False,True,False,False,False,[],4282,0.2,9.39,20.02,7.67,1.58,0.16,0.777,6.161,8.73
3282,False,True,False,False,False,[],4283,0.3,14.29,37.27,9.39,1.97,0.173,0.78,6.51,8.75
3283,False,True,False,False,False,[],4284,0.3,11.55,31.2,9.72,1.85,0.189,0.777,6.332,8.83
3284,False,True,False,False,False,[],4285,0.2,7.18,23.38,11.72,1.93,0.184,0.75,5.502,8.77
3285,False,True,False,False,False,[],4286,1.0,20.61,111.2,19.42,2.3,0.033,0.891,7.434,8.73
3286,False,True,False,False,False,[],4287,0.2,7.75,23.52,10.93,2.24,0.112,0.655,6.451,8.78
3287,False,True,False,False,False,[],4288,0.9,16.83,100.82,21.57,2.14,0.051,0.886,7.68,8.74
3288,False,True,False,False,False,[],4289,0.7,15.82,76.11,17.32,1.45,0.191,0.833,7.417,8.73
3289,False,True,False,False,False,[],4290,0.2,7.86,30.52,13.98,2.33,0.188,0.661,6.739,8.78
3290,False,True,False,False,False,[],4291,0.2,7.0,27.7,14.24,1.41,0.186,0.821,5.376,8.71
3291,False,True,False,False,False,[],4292,0.4,11.44,45.94,14.46,1.74,0.026,0.858,6.877,8.74
3292,False,True,False,False,False,[],4293,0.7,20.29,78.34,13.9,0.8,0.029,0.833,6.659,8.43
3293,False,True,False,False,False,[],4294,0.3,14.21,31.57,8.0,2.16,0.014,0.688,7.036,8.73
3294,False,True,False,False,False,[],4295,1.0,33.3,115.29,12.46,1.56,0.004,0.825,7.888,8.77
3295,False,True,False,False,False,[],4296,0.2,9.34,28.86,11.13,1.62,0.191,0.728,5.827,8.78
3296,False,True,False,False,False,[],4297,0.3,13.89,46.73,12.12,1.96,0.037,0.873,6.549,8.21
3297,False,True,False,False,False,[],4298,0.5,23.57,61.08,9.33,1.77,0.002,0.88,7.682,8.74
3298,False,True,False,False,False,[],4299,0.8,16.55,85.18,18.53,1.15,0.059,0.851,7.262,8.7
3299,False,True,False,False,False,[],4300,0.4,9.98,49.71,17.92,1.77,0.174,0.814,5.841,8.71
3300,False,True,False,False,False,[],4301,0.3,9.75,35.34,13.06,1.46,0.003,0.814,6.534,8.72
3301,False,True,False,False,False,[],4302,0.4,9.27,49.68,19.29,1.59,0.053,0.844,4.989,8.74
3302,False,True,False,False,False,[],4303,0.7,12.78,77.4,21.81,1.1,0.203,0.786,7.053,8.77
3303,False,True,False,False,False,[],4304,0.2,7.0,25.37,13.05,1.93,0.19,0.74,5.718,8.72
3304,False,True,False,False,False,[],4305,0.4,9.21,41.78,16.33,2.28,0.194,0.668,6.819,8.69
3305,False,True,False,False,False,[],4306,0.2,10.03,30.76,11.04,1.43,0.016,0.85,5.287,8.77
3306,False,True,False,False,False,[],4307,0.4,12.01,40.41,12.11,1.87,0.056,0.74,7.041,8.74
3307,False,True,False,False,False,[],4308,0.5,12.73,56.59,16.0,2.17,0.212,0.688,7.37,8.8
3308,False,True,False,False,False,[],4309,0.5,14.1,58.28,14.88,1.66,0.204,0.729,7.391,8.72
3309,False,True,False,False,False,[],4310,0.2,7.86,32.4,14.84,2.08,0.114,0.791,5.937,8.78
3310,False,True,False,False,False,[],4311,0.3,9.16,30.76,12.09,1.86,0.005,0.807,6.526,8.73
3311,False,True,False,False,False,[],4312,0.1,5.62,19.53,12.5,1.88,0.194,0.747,5.583,8.71
3312,False,True,False,False,False,[],4313,0.3,7.52,31.59,15.11,2.25,0.218,0.653,6.461,8.77
3313,False,True,False,False,False,[],4314,0.2,5.62,20.54,13.16,1.69,0.189,0.712,5.187,8.72
3314,False,True,False,False,False,[],4315,0.2,8.53,26.74,11.28,1.62,0.163,0.692,6.154,8.79
3315,False,True,False,False,False,[],4316,0.3,6.93,31.71,16.48,1.82,0.19,0.713,5.512,8.66
3316,False,True,False,False,False,[],4317,0.3,11.15,39.09,12.61,1.11,0.001,0.772,6.608,8.79
3317,False,True,False,False,False,[],4318,0.4,17.57,43.45,8.9,1.63,0.183,0.773,7.292,8.76
3318,False,True,False,False,False,[],4319,0.4,12.92,50.7,14.13,2.0,0.011,0.79,7.389,8.75
3319,False,True,False,False,False,[],4320,0.6,13.64,69.3,18.29,2.29,0.21,0.872,7.618,8.8
3320,False,True,False,False,False,[],4321,0.4,12.92,47.37,13.2,1.96,0.207,0.772,7.497,8.75
3321,False,True,False,False,False,[],4322,0.3,9.77,45.81,16.87,1.29,0.175,0.812,5.641,8.08
3322,False,True,False,False,False,[],4323,0.2,6.46,24.44,13.63,1.47,0.173,0.704,5.032,8.83
3323,False,True,False,False,False,[],4324,0.5,12.24,52.35,15.4,1.66,0.022,0.808,6.281,8.74
3324,False,True,False,False,False,[],4325,0.7,14.55,77.61,19.2,1.09,0.202,0.875,7.481,8.8
3325,False,True,False,False,False,[],4326,0.4,9.18,42.44,16.65,1.36,0.191,0.809,6.966,8.72
3326,False,True,False,False,False,[],4327,0.3,10.42,35.79,12.37,1.98,0.003,0.768,6.354,8.16
3327,False,True,False,False,False,[],4328,0.3,8.19,30.84,13.55,2.18,0.03,0.71,6.738,8.79
3328,False,True,False,False,False,[],4329,0.3,8.2,36.19,15.88,2.38,0.056,0.692,6.516,8.78
3329,False,True,False,False,False,[],4330,0.3,7.51,30.06,14.42,1.71,0.192,0.756,6.062,8.79
3330,False,True,False,False,False,[],4331,0.5,9.83,53.76,19.68,1.53,0.186,0.761,6.957,8.75
3331,False,True,False,False,False,[],4332,0.2,6.73,25.56,13.67,1.63,0.165,0.708,6.085,8.76
3332,False,True,False,False,False,[],4333,0.4,12.32,53.83,15.73,2.45,0.198,0.835,6.66,8.36
3333,False,True,False,False,False,[],4334,0.2,7.52,24.17,11.57,1.83,0.006,0.674,5.174,8.77
3334,False,True,False,False,False,[],4335,0.3,9.82,30.47,11.17,1.8,0.037,0.759,5.607,8.76
3335,False,True,False,False,False,[],4336,0.4,13.73,44.83,11.75,2.01,0.029,0.712,6.139,8.81
3336,False,True,False,False,False,[],4337,0.3,9.82,32.31,11.84,2.35,0.076,0.661,6.556,8.76
3337,False,True,False,False,False,[],4338,0.5,11.52,51.82,16.2,2.27,0.104,0.631,6.011,8.16
3338,False,True,False,False,False,[],4339,0.2,9.67,21.12,7.87,1.84,0.0,0.758,5.815,8.79
3339,False,True,False,False,False,[],4340,0.5,14.46,64.55,16.07,1.15,0.202,0.784,7.427,8.71
3340,False,True,False,False,False,[],4341,0.2,9.85,28.12,10.27,1.53,0.171,0.786,5.523,8.73
3341,False,True,False,False,False,[],4342,0.2,8.02,26.02,11.68,1.43,0.006,0.757,5.556,8.73
3342,False,True,False,False,False,[],4343,0.2,10.43,25.48,8.8,1.58,0.165,0.791,6.648,8.15
3343,True,False,False,False,False,[],4344,0.0,26.51,3.04,0.41,0.48,0.0,1.0,6.48,8.98
3344,False,True,False,False,False,[],4345,0.3,9.29,32.53,12.6,1.65,0.207,0.809,5.881,8.83
3345,False,True,False,False,False,[],4346,0.2,6.69,20.75,11.16,1.97,0.167,0.68,4.853,8.81
3346,False,True,False,False,False,[],4347,0.1,7.72,17.25,8.05,1.49,0.005,0.822,5.664,8.68
3347,False,True,False,False,False,[],4348,0.2,6.81,25.46,13.45,2.37,0.187,0.66,5.442,8.66
3348,False,True,False,False,False,[],4349,0.2,13.75,24.85,6.51,1.72,0.115,0.694,5.854,8.65
3349,False,True,False,False,False,[],4350,0.2,11.81,21.23,6.47,1.83,0.022,0.674,6.327,8.63
3350,False,True,False,False,False,[],4351,0.2,10.63,25.16,8.52,2.1,0.001,0.771,5.591,8.75
3351,False,True,False,False,False,[],4352,0.1,7.78,16.58,7.67,1.68,0.145,0.705,5.581,8.74
3352,False,True,False,False,False,[],4353,0.2,8.07,23.3,10.39,1.7,0.17,0.686,5.609,7.93
3353,False,True,False,False,False,[],4354,0.1,5.7,14.21,8.98,1.93,0.142,0.789,4.795,8.77
3354,False,True,False,False,False,[],4355,0.1,8.3,17.49,7.59,1.78,0.006,0.797,5.868,8.79
3355,False,True,False,False,False,[],4356,0.1,7.91,15.17,6.9,1.76,0.003,0.792,5.316,8.85
3356,False,True,False,False,False,[],4357,0.3,7.82,31.77,14.63,2.18,0.005,0.655,6.221,8.7
3357,False,True,False,False,False,[],4358,0.2,9.67,25.7,9.57,1.92,0.006,0.785,6.537,8.79
3358,False,True,False,False,False,[],4359,0.2,6.94,23.7,12.29,1.94,0.198,0.71,6.004,8.35
3359,False,True,False,False,False,[],4360,0.3,8.66,36.21,15.06,2.23,0.181,0.672,6.209,8.78
3360,False,True,False,False,False,[],4361,0.2,8.69,23.06,9.56,1.51,0.168,0.745,5.737,8.63
3361,False,True,False,False,False,[],4362,0.6,17.99,72.42,14.49,3.25,0.194,0.76,8.025,8.72
3362,False,True,False,False,False,[],4363,0.2,8.01,28.17,12.66,1.62,0.194,0.825,5.188,8.61
3363,False,True,False,False,False,[],4364,0.7,17.33,81.85,17.0,1.68,0.01,0.819,7.542,8.77
3364,False,True,False,False,False,[],4365,0.2,10.59,27.95,9.5,1.98,0.017,0.675,6.363,8.59
3365,False,True,False,False,False,[],4366,0.8,23.2,94.8,14.71,1.33,0.202,0.843,7.45,8.62
3366,False,True,False,False,False,[],4367,0.2,9.94,32.92,11.92,1.73,0.002,0.785,5.622,8.75
3367,False,True,False,False,False,[],4368,0.6,15.9,71.89,16.28,2.47,0.12,0.882,7.474,8.74
3368,False,True,False,False,False,[],4369,0.3,8.26,32.9,14.33,1.29,0.205,0.738,5.582,8.83
3369,False,True,False,False,False,[],4370,0.4,11.85,53.37,16.22,1.44,0.189,0.754,6.663,8.78
3370,False,True,False,False,False,[],4371,0.9,15.64,96.85,22.29,1.11,0.134,0.808,7.135,8.76
3371,False,True,False,False,False,[],4372,0.3,9.53,39.3,14.85,1.63,0.186,0.757,5.06,8.81
3372,False,True,False,False,False,[],4373,0.4,15.02,43.15,10.35,1.23,0.004,0.787,7.375,8.79
3373,False,True,False,False,False,[],4374,0.4,17.33,42.81,8.89,1.69,0.152,0.758,7.2,8.77
3374,False,True,False,False,False,[],4375,0.2,10.75,30.6,10.25,2.02,0.18,0.796,6.366,8.47
3375,True,False,False,False,False,[],4376,0.0,19.41,2.45,0.45,1.67,0.005,1.0,6.899,9.02
3376,False,True,False,False,False,[],4377,0.6,18.18,70.81,14.02,1.39,0.002,0.86,7.955,8.69
3377,False,True,False,False,False,[],4378,0.6,18.36,69.86,13.7,1.42,0.03,0.741,7.309,8.82
3378,False,True,False,False,False,[],4379,0.5,15.04,55.6,13.31,1.83,0.19,0.685,7.799,8.51
3379,False,True,False,False,False,[],4380,1.7,31.8,187.62,21.24,1.77,0.004,0.881,8.146,8.74
3380,False,True,False,False,False,[],4381,0.3,12.27,38.34,11.25,2.12,0.001,0.641,6.848,8.8
3381,False,True,False,False,False,[],4382,1.6,28.11,179.97,23.04,3.25,0.004,0.591,8.743,8.64
3382,False,True,False,False,False,[],4383,0.6,13.11,74.94,20.58,2.49,0.219,0.716,7.669,8.7
3383,False,True,False,False,False,[],4384,0.3,7.78,32.29,14.95,1.93,0.183,0.705,5.792,8.74
3384,False,True,False,False,False,[],4385,0.4,12.07,50.78,15.15,1.47,0.185,0.832,6.5,8.78
3385,False,True,False,False,False,[],4386,0.2,10.32,28.97,10.1,1.95,0.127,0.766,6.039,8.72
3386,False,True,False,False,False,[],4387,0.3,9.28,34.06,13.21,1.87,0.186,0.728,6.547,8.72
3387,False,True,False,False,False,[],4388,0.4,10.49,48.33,16.59,1.86,0.003,0.793,6.992,8.77
3388,False,True,False,False,False,[],4389,0.4,10.17,42.21,14.94,2.1,0.198,0.646,6.049,8.75
3389,False,True,False,False,False,[],4390,0.1,5.24,18.44,12.66,1.68,0.158,0.706,5.286,8.78
3390,False,True,False,False,False,[],4391,0.2,6.24,26.09,15.05,2.23,0.185,0.619,5.494,8.81
3391,False,True,False,False,False,[],4392,0.2,6.38,20.45,11.54,1.99,0.168,0.642,4.722,8.78
3392,False,True,False,False,False,[],4393,0.1,4.71,17.06,13.05,1.75,0.083,0.66,5.14,8.07
3393,False,True,False,False,False,[],4394,0.1,5.83,17.58,10.85,1.76,0.014,0.801,4.694,8.75
3394,False,True,False,False,False,[],4395,0.2,8.3,20.64,8.95,1.57,0.001,0.672,4.838,8.79
3395,False,True,False,False,False,[],4396,0.2,8.75,20.0,8.23,1.58,0.005,0.743,5.734,8.69
3396,False,True,False,False,False,[],4397,0.2,10.67,19.65,6.63,1.71,0.015,0.642,6.048,8.81
3397,False,True,False,False,False,[],4398,0.2,10.07,27.14,9.7,1.71,0.105,0.738,6.509,8.74
3398,False,True,False,False,False,[],4399,0.2,8.13,23.33,10.33,2.06,0.201,0.703,5.625,8.73
3399,False,True,False,False,False,[],4400,1.2,24.56,138.37,20.28,1.78,0.195,0.882,8.553,8.8
3400,False,True,False,False,False,[],4401,0.3,10.09,32.45,11.57,2.0,0.197,0.7,7.048,8.72
3401,False,True,False,False,False,[],4402,0.3,8.9,30.91,12.51,2.2,0.2,0.723,6.205,8.77
3402,False,True,False,False,False,[],4403,0.4,10.86,47.0,15.57,1.78,0.09,0.772,6.872,8.74
3403,False,True,False,False,False,[],4404,0.6,13.35,70.89,19.12,1.91,0.174,0.678,6.947,8.77
3404,False,True,False,False,False,[],4405,0.2,12.56,29.31,8.4,1.4,0.003,0.787,6.503,8.76
3405,False,True,False,False,False,[],4406,0.4,8.91,43.73,17.67,0.99,0.22,0.831,6.99,8.76
3406,False,True,False,False,False,[],4407,0.4,9.8,41.25,15.16,1.71,0.191,0.715,6.736,8.78
3407,False,True,False,False,False,[],4408,0.4,11.85,49.26,14.96,1.69,0.021,0.805,6.782,8.77
3408,False,True,False,False,False,[],4409,0.9,19.58,108.03,19.86,1.35,0.001,0.892,8.217,8.73
3409,False,True,False,False,False,[],4410,0.2,6.74,29.2,15.6,1.61,0.187,0.68,5.861,8.76
3410,False,True,False,False,False,[],4411,0.3,7.47,36.69,17.68,1.35,0.19,0.678,6.347,8.83
3411,False,True,False,False,False,[],4412,0.2,6.52,26.86,14.84,1.47,0.019,0.726,4.677,8.75
3412,False,True,False,False,False,[],4413,0.3,7.9,33.64,15.33,1.76,0.167,0.703,5.866,8.74
3413,False,True,False,False,False,[],4414,0.2,8.53,29.58,12.48,2.25,0.198,0.635,6.299,8.79
3414,False,True,False,False,False,[],4415,0.4,12.91,50.68,14.13,1.24,0.121,0.813,7.343,8.75
3415,False,True,False,False,False,[],4416,0.3,9.57,36.99,13.92,2.15,0.011,0.712,6.55,8.78
3416,False,True,False,False,False,[],4417,0.3,9.89,37.93,13.81,1.65,0.002,0.812,5.851,8.8
3417,False,True,False,False,False,[],4418,0.4,10.85,48.47,16.08,1.48,0.003,0.855,6.177,8.75
3418,False,True,False,False,False,[],4419,1.0,19.27,108.7,20.31,2.17,0.204,0.798,8.469,8.77
3419,False,True,False,False,False,[],4420,0.3,9.48,38.7,14.69,1.8,0.028,0.781,6.298,8.75
3420,False,True,False,False,False,[],4421,0.3,7.91,32.91,14.97,1.97,0.188,0.68,6.385,8.72
3421,False,True,False,False,False,[],4422,0.2,5.26,24.12,16.5,2.31,0.187,0.668,5.544,8.74
3422,False,True,False,False,False,[],4423,0.3,6.51,32.33,17.89,2.31,0.183,0.677,6.184,8.76
3423,False,True,False,False,False,[],4424,0.3,6.12,34.34,20.2,1.76,0.198,0.727,6.112,8.17
3424,False,True,False,False,False,[],4425,0.2,5.56,26.29,17.02,1.75,0.172,0.714,4.712,8.81
3425,False,True,False,False,False,[],4426,0.6,9.14,63.86,25.16,1.76,0.237,0.75,6.481,8.76
3426,False,True,False,False,False,[],4427,0.2,6.81,25.89,13.69,1.93,0.016,0.712,6.143,8.81
3427,False,True,False,False,False,[],4428,0.4,7.82,41.83,19.26,2.56,0.179,0.784,6.564,8.7
3428,False,True,False,False,False,[],4429,0.3,8.09,32.79,14.59,1.78,0.189,0.764,5.499,8.78
3429,False,True,False,False,False,[],4430,0.2,6.38,22.8,12.87,2.34,0.204,0.672,5.827,8.16
3430,False,True,False,False,False,[],4431,0.6,12.17,69.96,20.7,2.06,0.225,0.764,6.662,8.71
3431,False,True,False,False,False,[],4432,0.8,15.51,86.12,19.99,2.57,0.186,0.516,7.147,8.7
3432,False,True,False,False,False,[],4433,0.3,8.91,34.31,13.86,2.56,0.115,0.682,5.816,8.75
3433,False,True,False,False,False,[],4434,0.2,8.67,23.45,9.73,1.77,0.019,0.672,5.303,8.76
3434,False,True,False,False,False,[],4435,0.3,15.81,39.14,8.91,1.52,0.047,0.791,6.347,8.48
3435,False,True,False,False,False,[],4436,0.3,12.88,42.64,11.92,2.12,0.173,0.771,6.06,8.77
3436,False,True,False,False,False,[],4437,0.3,12.14,32.65,9.69,1.38,0.001,0.758,5.962,8.73
3437,False,True,False,False,False,[],4438,0.7,16.52,81.42,17.74,1.34,0.181,0.782,7.045,8.71
3438,False,True,False,False,False,[],4439,0.2,9.83,28.17,10.32,1.78,0.02,0.695,6.005,8.75
3439,False,True,False,False,False,[],4440,0.3,13.07,37.23,10.26,1.33,0.008,0.839,7.021,8.73
3440,True,False,False,False,False,[],4441,0.5,42.44,51.81,4.39,2.86,0.0,1.0,8.106,8.77
3441,False,True,False,False,False,[],4442,0.2,9.72,21.3,7.89,1.61,0.02,0.714,4.987,8.75
3442,False,True,False,False,False,[],4443,0.2,15.89,21.22,4.81,1.67,0.001,0.774,5.735,8.43
3443,False,False,False,False,True,[],4444,0.2,34.11,19.66,2.08,3.07,0.0,1.0,7.585,8.77
3444,False,False,False,False,True,[],4445,0.3,34.04,30.43,3.22,1.05,0.0,1.0,6.961,8.78
3445,False,False,False,False,True,[],4446,0.2,34.58,22.19,2.31,0.75,0.0,1.0,7.286,8.65
3446,False,True,False,False,False,[],4447,0.5,29.63,56.85,6.91,2.09,0.001,0.785,7.805,8.74
3447,False,True,False,False,False,[],4448,0.4,15.56,48.42,11.2,1.91,0.183,0.717,7.422,8.8
3448,False,True,False,False,False,[],4449,1.2,32.12,132.82,14.89,1.61,0.001,0.829,7.261,8.66
3449,False,True,False,False,False,[],4450,0.3,12.8,34.3,9.65,2.35,0.14,0.733,6.887,8.75
3450,False,True,False,False,False,[],4451,0.1,6.97,18.16,9.37,2.05,0.006,0.74,5.492,8.75
3451,False,True,False,False,False,[],4452,0.1,7.8,18.09,8.34,2.05,0.166,0.702,5.879,8.72
3452,False,True,False,False,False,[],4453,0.2,14.72,28.58,6.99,1.74,0.0,0.824,6.624,8.7
3453,False,True,False,False,False,[],4454,0.5,17.4,65.18,13.49,3.16,0.034,0.786,7.692,8.74
3454,False,True,False,False,False,[],4455,1.1,27.07,120.88,16.08,3.26,0.201,0.778,8.401,8.79
3455,False,True,False,False,False,[],4456,1.7,30.06,194.44,23.28,3.15,0.217,0.787,8.637,8.75
3456,True,False,False,False,False,[],4457,0.0,11.26,0.12,0.04,0.56,0.0,1.0,6.179,8.97
3457,False,True,False,False,False,[],4458,0.5,17.85,52.67,10.62,1.97,0.001,0.691,7.024,8.74
3458,False,True,False,False,False,[],4459,0.6,21.25,73.14,12.39,1.89,0.015,0.837,8.426,8.75
3459,False,True,False,False,False,[],4460,0.5,24.06,53.04,7.94,1.92,0.001,0.88,7.291,8.73
3460,False,True,False,False,False,[],4461,0.4,13.63,44.67,11.8,2.7,0.193,0.723,7.503,8.73
3461,False,True,False,False,False,[],4462,0.3,10.13,33.13,11.77,1.43,0.049,0.816,6.017,8.79
3462,False,True,False,False,False,[],4463,0.3,17.24,38.79,8.1,1.56,0.005,0.743,6.939,8.76
3463,False,True,False,False,False,[],4464,0.1,9.66,20.08,7.48,1.97,0.04,0.732,5.747,8.69
3464,False,True,False,False,False,[],4465,0.3,13.51,34.93,9.31,1.58,0.004,0.814,6.119,8.36
3465,False,True,False,False,False,[],4466,0.2,14.45,24.33,6.06,1.83,0.008,0.766,6.511,8.79
3466,False,True,False,False,False,[],4467,0.3,18.54,32.94,6.4,1.81,0.0,0.753,6.759,8.79
3467,False,True,False,False,False,[],4468,0.2,10.15,24.54,8.7,2.32,0.007,0.722,6.291,8.77
3468,False,True,False,False,False,[],4469,0.2,7.55,23.65,11.28,1.89,0.048,0.694,5.93,8.74
3469,False,True,False,False,False,[],4470,0.2,6.51,20.37,11.26,1.67,0.001,0.771,5.138,8.76
3470,False,True,False,False,False,[],4471,0.2,9.51,26.9,10.19,1.52,0.003,0.782,6.016,8.73
3471,False,True,False,False,False,[],4472,0.2,7.05,23.21,11.86,1.93,0.116,0.643,5.262,8.8
3472,False,True,False,False,False,[],4473,0.2,7.55,29.05,13.84,2.03,0.166,0.653,6.485,8.74
3473,False,True,False,False,False,[],4474,0.4,11.93,49.09,14.81,1.64,0.198,0.723,6.055,8.72
3474,False,True,False,False,False,[],4475,0.4,9.45,47.32,18.02,2.54,0.174,0.783,6.116,8.78
3475,False,True,False,False,False,[],4476,0.4,8.94,46.1,18.56,1.2,0.197,0.834,6.707,8.83
3476,False,True,False,False,False,[],4477,0.2,7.66,30.29,14.23,2.47,0.198,0.656,6.08,8.74
3477,False,True,False,False,False,[],4478,0.3,7.63,37.78,17.82,0.97,0.25,0.832,5.972,8.78
3478,False,True,False,False,False,[],4479,0.6,9.78,67.05,24.69,0.91,0.208,0.847,6.919,8.69
3479,False,True,False,False,False,[],4480,0.3,7.95,42.35,19.17,1.4,0.05,0.795,5.658,8.8
3480,False,True,False,False,False,[],4481,0.3,9.18,37.16,14.57,2.48,0.03,0.707,6.431,8.17
3481,False,True,False,False,False,[],4482,0.3,7.09,30.52,15.5,2.02,0.197,0.666,5.912,8.75
3482,False,True,False,False,False,[],4483,0.2,6.03,23.5,14.03,1.35,0.177,0.806,5.114,8.79
3483,False,True,False,False,False,[],4484,0.2,5.81,21.14,13.1,1.36,0.162,0.804,5.016,8.78
3484,False,True,False,False,False,[],4485,0.2,6.38,24.2,13.66,1.71,0.021,0.667,5.531,8.78
3485,False,True,False,False,False,[],4486,0.3,7.54,35.91,17.14,1.29,0.199,0.819,6.257,8.75
3486,False,True,False,False,False,[],4487,0.8,16.95,91.4,19.41,1.31,0.025,0.817,8.205,8.5
3487,False,True,False,False,False,[],4488,0.6,16.69,72.29,15.59,2.23,0.001,0.799,7.678,8.81
3488,False,True,False,False,False,[],4489,0.6,12.44,69.56,20.13,1.13,0.186,0.811,7.491,8.76
3489,False,True,False,False,False,[],4490,0.3,26.57,46.27,6.27,2.21,0.007,0.852,7.415,8.73
3490,False,True,False,False,False,[],4491,1.2,26.16,140.58,19.35,3.28,0.064,0.719,7.764,8.75
3491,False,True,False,False,False,[],4492,0.2,7.81,29.32,13.52,2.02,0.184,0.708,6.039,8.71
3492,False,True,False,False,False,[],4493,0.2,7.64,28.47,13.42,1.6,0.156,0.727,5.906,8.77
3493,False,True,False,False,False,[],4494,0.6,13.34,69.68,18.81,3.49,0.177,0.596,5.965,8.77
3494,False,True,False,False,False,[],4495,0.3,8.8,29.43,12.04,1.69,0.178,0.799,6.676,8.75
3495,False,True,False,False,False,[],4496,0.4,8.93,49.17,19.83,2.13,0.183,0.702,7.164,8.74
3496,False,True,False,False,False,[],4497,0.2,6.42,25.96,14.56,1.98,0.169,0.649,5.94,8.73
3497,False,True,False,False,False,[],4498,0.2,6.43,26.86,15.04,2.36,0.166,0.733,5.523,8.71
3498,False,True,False,False,False,[],4499,0.4,7.8,43.09,19.9,1.69,0.192,0.792,6.38,8.72
3499,False,True,False,False,False,[],4500,0.8,12.9,87.14,24.31,2.06,0.015,0.771,6.991,8.76
3500,False,True,False,False,False,[],4501,0.4,11.18,57.69,18.57,2.02,0.207,0.826,5.26,8.23
3501,False,True,False,False,False,[],4502,0.3,7.82,37.17,17.11,1.77,0.002,0.707,6.458,8.69
3502,False,True,False,False,False,[],4503,0.3,8.81,39.41,16.1,1.48,0.09,0.743,6.617,8.74
3503,False,True,False,False,False,[],4504,0.2,8.09,28.98,12.9,2.01,0.052,0.793,5.674,8.78
3504,False,True,False,False,False,[],4505,0.2,5.49,22.24,14.6,1.8,0.166,0.707,5.5,8.75
3505,False,True,False,False,False,[],4506,0.1,5.25,18.62,12.76,2.14,0.164,0.67,5.136,8.76
3506,False,True,False,False,False,[],4507,0.2,6.21,27.03,15.66,1.4,0.185,0.724,5.413,8.85
3507,False,True,False,False,False,[],4508,0.2,9.8,23.79,8.74,1.59,0.0,0.783,6.223,8.78
3508,False,True,False,False,False,[],4509,0.2,7.13,23.06,11.65,1.66,0.005,0.743,5.165,8.84
3509,False,True,False,False,False,[],4510,0.2,10.92,29.58,9.75,1.65,0.171,0.75,6.692,8.79
3510,False,True,False,False,False,[],4511,0.3,11.5,43.66,13.67,1.93,0.016,0.778,6.229,8.78
3511,False,True,False,False,False,[],4512,0.3,8.25,38.65,16.86,1.64,0.171,0.767,5.322,8.72
3512,False,True,False,False,False,[],4513,0.3,8.05,35.42,15.85,2.26,0.193,0.765,5.982,8.82
3513,False,True,False,False,False,[],4514,0.4,7.79,47.61,22.01,2.17,0.234,0.703,5.813,8.73
3514,False,True,False,False,False,[],4515,0.2,6.13,23.88,14.02,2.16,0.101,0.62,5.939,8.81
3515,False,True,False,False,False,[],4516,0.3,7.14,34.5,17.39,1.97,0.143,0.746,6.468,8.68
3516,False,True,False,False,False,[],4517,0.2,8.02,22.06,9.9,1.62,0.161,0.685,5.843,8.72
3517,False,True,False,False,False,[],4518,0.3,8.09,37.32,16.62,1.69,0.176,0.736,6.472,8.04
3518,False,True,False,False,False,[],4519,0.3,10.71,48.12,16.17,1.28,0.191,0.816,6.392,8.78
3519,False,True,False,False,False,[],4520,0.5,15.83,52.72,11.99,1.61,0.157,0.831,7.166,8.78
3520,False,True,False,False,False,[],4521,0.2,9.27,23.59,9.16,1.55,0.003,0.75,6.34,8.73
3521,False,True,False,False,False,[],4522,0.2,7.75,28.57,13.27,1.41,0.175,0.758,5.335,8.78
3522,False,True,False,False,False,[],4523,0.5,17.05,54.48,11.5,1.18,0.001,0.886,6.021,8.39
